  -5.9026530e+00	   9.3005272e+00	  -0.0000000e+00	
  -5.0790124e+00	   8.2691490e+00	  -0.0000000e+00	
  -5.7944241e+00	   7.8449441e+00	  -0.0000000e+00	
  -4.5530964e+00	   8.0341841e+00	   0.0000000e+00	
  -5.5234625e+00	   8.9912902e+00	  -0.0000000e+00	
  -5.3206397e+00	   6.6382389e+00	  -0.0000000e+00	
  -6.5228824e+00	   8.9791669e+00	  -0.0000000e+00	
  -6.1105326e+00	   7.1137087e+00	  -0.0000000e+00	
  -2.2660393e+00	   7.6438268e+00	   0.0000000e+00	
  -3.1545289e+00	   7.8571540e+00	   0.0000000e+00	
  -5.3843693e+00	   6.6834612e+00	  -0.0000000e+00	
  -4.4961228e+00	   7.3896507e+00	   0.0000000e+00	
  -5.8047843e+00	   8.4468132e+00	  -0.0000000e+00	
  -5.7928302e+00	   5.5881284e+00	  -0.0000000e+00	
  -5.5580530e+00	   9.6895092e+00	  -0.0000000e+00	
  -4.0632510e+00	   7.0317400e+00	   0.0000000e+00	
  -5.1634134e+00	   9.4889300e+00	  -0.0000000e+00	
  -5.5154352e+00	   6.9833818e+00	  -0.0000000e+00	
  -3.6181348e+00	   5.8241962e+00	   0.0000000e+00	
  -5.3698889e+00	   7.4262882e+00	  -0.0000000e+00	
  -4.9077478e+00	   7.4508106e+00	   0.0000000e+00	
  -5.9211300e+00	   9.0013557e+00	  -0.0000000e+00	
  -3.8749706e+00	   8.7481619e+00	   0.0000000e+00	
  -4.4452083e+00	   8.7241852e+00	   0.0000000e+00	
  -3.9746094e+00	   8.7019041e+00	   0.0000000e+00	
  -4.6893935e+00	   8.8053230e+00	   0.0000000e+00	
  -4.4006776e+00	   7.8348663e+00	   0.0000000e+00	
  -4.9524868e+00	   6.9977810e+00	   0.0000000e+00	
  -4.8024446e+00	   8.5817365e+00	   0.0000000e+00	
  -4.1832334e+00	   1.0111338e+01	   0.0000000e+00	
  -5.1501110e+00	   8.0601205e+00	  -0.0000000e+00	
  -5.3900391e+00	   8.0509905e+00	  -0.0000000e+00	
  -3.6062813e+00	   8.7101243e+00	   0.0000000e+00	
  -6.5947581e+00	   7.9047390e+00	  -0.0000000e+00	
  -5.0620588e+00	   6.7963313e+00	  -0.0000000e+00	
  -4.1044810e+00	   8.2633324e+00	   0.0000000e+00	
  -3.6742382e+00	   7.8392193e+00	   0.0000000e+00	
  -4.0924885e+00	   7.8346753e+00	   0.0000000e+00	
  -4.2197158e+00	   9.1027358e+00	   0.0000000e+00	
  -5.5795238e+00	   8.3762105e+00	  -0.0000000e+00	
  -4.8779687e+00	   6.4190632e+00	   0.0000000e+00	
  -3.6558608e+00	   6.9021663e+00	   0.0000000e+00	
  -5.7023279e+00	   8.2103081e+00	  -0.0000000e+00	
  -3.3946367e+00	   7.5543542e+00	   0.0000000e+00	
  -4.1089120e+00	   7.7305555e+00	   0.0000000e+00	
  -4.5449654e+00	   6.8278989e+00	   0.0000000e+00	
  -3.9437841e+00	   8.1276637e+00	   0.0000000e+00	
  -3.7345447e+00	   9.0411201e+00	   0.0000000e+00	
